NO_UF,SG_UF,CO_UF,nome_municipio,id_municipio,nome_mesorregiao,id_mesorregiao,nome_escola,id_escola,dependencia,localizacao,funcionamento,sede,alocacao,ocupacao,endereco,telefone
Alagoas,AL,27,Chã Preta,2701902,Leste Alagoano,3,ESCOLA MUNICIPAL NICOLAU FERREIRA,27022447,3,2,1,,1,1,"FAZENDA MUNDAU DOS ROSA, SN, , ZONA RURAL, 57760000",32041242
Alagoas,AL,27,Chã Preta,2701902,Leste Alagoano,3,UNIDADE ESCOLAR PROFESSOR PEDRO TEXEIRA DE VASCONCELOS,27022480,3,1,1,,1,1,"RUA AURELIANO TEIXEIRA, S/N, , CENTRO, 57760000",991766635
Alagoas,AL,27,Chã Preta,2701902,Leste Alagoano,3,ESCOLA MUNICIPAL CLOTILDES BRANDAO DE SOUZA,27048756,3,1,1,,1,1,"MARGENS DA AL-210, SN, , CENTRO, 57760000",32041214
Alagoas,AL,27,Chã Preta,2701902,Leste Alagoano,3,CRECHE ESTADUAL PROFESSORA MARIA MARTINS DA SILVA,27054900,3,1,1,,1,1,"CONJUNTO RESIDENCIAL MANOEL TENORIO CAVALCANTE, S/N, , CENTRO, 57760000",991038681
Alagoas,AL,27,Chã Preta,2701902,Leste Alagoano,3,GRUPO ESCOLAR MUNICIPAL RENATO DE HOLANDA BARROS,27216543,3,2,1,,1,1,"FAZENDA ERVA DE RATO, S/N, , ZONA RURAL, 57760000",32041242
Alagoas,AL,27,Chã Preta,2701902,Leste Alagoano,3,ESCOLA MUNICIPAL MARIA ALZINA REBELO,27219755,3,1,1,,1,1,"RUA AURELIANO TEIXEIRA, SN, , CENTRO, 57760000",32041242
Alagoas,AL,27,Chã Preta,2701902,Leste Alagoano,3,ESCOLA MUNICIPAL PROFESSORA AMELIA VASCONCELOS,27240002,3,1,1,,1,1,"PRACA NARCISO VASCONCELOS, 421, , CENTRO, 57760000",32041311
Alagoas,AL,27,Coité do Nóia,2702009,Agreste Alagoano,2,ESCOLA ESTADUAL ALVARO PAES,27017702,2,1,1,,1,1,"PRACA ALVARO PAES, 100, ZONA URBANA, CENTRO, 57325000",35261382
Alagoas,AL,27,Coité do Nóia,2702009,Agreste Alagoano,2,ESCOLA MUNICIPAL DE EDUCACAO BASICA ANTONIO RODRIGUES,27017745,3,2,1,,1,1,"SITIO BOA VISTA, , , , 57325000",
Alagoas,AL,27,Coité do Nóia,2702009,Agreste Alagoano,2,ESCOLA DE ENSINO FUND CLETO MARQUES LUZ,27017753,3,2,2,,,,"POVOADO OITIZEIRO DE CIMA, , , ZONA RURAL, 57325000",
Alagoas,AL,27,Coité do Nóia,2702009,Agreste Alagoano,2,ESCOLA DE ENSINO FUND DEP ANTONIO FERREIRA,27017761,3,2,1,,1,1,"POVOADO POCOS DO LUNGA, , , ZONA RURAL, 57325000",981125292
Alagoas,AL,27,Coité do Nóia,2702009,Agreste Alagoano,2,ESCOLA MUNICIPAL DE EDUCACAO BASICA DEP TARCISIO DE JESUS,27017770,3,2,1,,1,1,"POVOADO ALAGOINHA, 0, PREDIO, ZONA RURAL, 57325000",981152063
Alagoas,AL,27,Coité do Nóia,2702009,Agreste Alagoano,2,ESCOLA MUNICIPAL DE EDUCACAO BASICA DEPUTADO JOSE THOMAZ NONO,27017788,3,2,1,,1,1,"POVOADO CRUZES, , , ZONA RURAL, 57325000",99915794
Alagoas,AL,27,Coité do Nóia,2702009,Agreste Alagoano,2,ESCOLA DE ENSINO FUND FIRMINO M DE OLIVEIRA,27017796,3,2,2,,,,"POVOADO PEREIRA VELHO, , ZONA RURAL, , 57325000",35261271
Alagoas,AL,27,Coité do Nóia,2702009,Agreste Alagoano,2,ESCOLA MUNICIPAL DE EDUCACAO BASICA FRANCISCO PRAXEDES DA SILVA,27017800,3,2,1,,1,1,"POVOADO POCAO, , , ZONA RURAL, 57325000",99915794
Alagoas,AL,27,Coité do Nóia,2702009,Agreste Alagoano,2,ESCOLA DE ENSINO FUND GOV GUILHERME PALMEIRA,27017818,3,2,1,,1,1,"POVOADO CRAIBAS DE SAO JOSE, , , ZONA RURAL, 57325000",981125292
Alagoas,AL,27,Coité do Nóia,2702009,Agreste Alagoano,2,ESCOLA DE ENSINO FUND JOAO ANTONIO DOS SANTOS,27017826,3,2,2,,,,"POVOADO INGAZEIRA, , , ZONA RURAL, 57325000",
Alagoas,AL,27,Coité do Nóia,2702009,Agreste Alagoano,2,ESCOLA MUNICIPAL DE EDUCACAO BASICA VEREADOR JOAO PEREIRA,27017834,3,1,1,,1,1,"PRACA ALTO DE SANTO ANTONIO, , , ALTO DE SANTO ANTONIO, 57325000",
Alagoas,AL,27,Coité do Nóia,2702009,Agreste Alagoano,2,ESCOLA MUNICIPAL DE EDUCACAO BASICA LAURINDO INACIO SOARES,27017842,3,2,2,,,,"POVOADO POCO DA ABELHA, 0, , ZONA RURAL, 57325000",981152063
Alagoas,AL,27,Coité do Nóia,2702009,Agreste Alagoano,2,ESCOLA MUNICIPAL DE ENSINO FUND MAJOR JOSE BARBOSA,27017850,3,2,2,,,,"POVOADO BOQUEIRAO DO IVO, , PREDIO, ZONA RURAL, 57325000",99098284
Alagoas,AL,27,Coité do Nóia,2702009,Agreste Alagoano,2,ESCOLA MUNICIPAL DE EDUCACAO BASICA MANOEL M DE OLIVEIRA,27017869,3,2,1,,1,1,"POVOADO OITIZEIRO DE BAIXO, , , ZONA RURAL, 57325000",981152063
Alagoas,AL,27,Coité do Nóia,2702009,Agreste Alagoano,2,ESCOLA MUNICIPAL DE EDUCACAO BASICA OLAVO BILAC,27017877,3,2,2,,,,"SITIO PEREIRA NOVO, , ZONA RURAL, , 57325000",
Alagoas,AL,27,Coité do Nóia,2702009,Agreste Alagoano,2,ESCOLA MUNICIPAL DE EDUCACAO BASICA PEDRO CUSTODIO,27017885,3,2,1,,1,1,"POVOADO BRANQUINHA, , , ZONA RURAL, 57325000",
Alagoas,AL,27,Coité do Nóia,2702009,Agreste Alagoano,2,ESCOLA MUNICIPAL DE EDUCACAO BASICA PEDRO RIBEIRO,27017893,3,2,1,,1,1,"POVOADO BREJO, , , ZONA RURAL, 57325000",981801228
Alagoas,AL,27,Coité do Nóia,2702009,Agreste Alagoano,2,ESCOLA MUNICIPAL DE EDUCACAO BASICA PRESIDENTE CASTELO BRANCO,27017907,3,2,1,,1,1,"POVOADO MUMBUCA, , ZONA RURAL, , 57325000",
Alagoas,AL,27,Coité do Nóia,2702009,Agreste Alagoano,2,ESCOLA MUNICIPAL DE EDUCACAO BASICA PROF JOSE MEDEIROS,27017915,3,2,1,,1,1,"POVOADO BAIXIO, S/N, , ZONA RURAL, 57325000",
Alagoas,AL,27,Coité do Nóia,2702009,Agreste Alagoano,2,ESCOLA MUNICIPAL DE EDUCACAO BASICA PROFESSOR MURILO MENDES,27017923,3,2,1,,1,1,"POVOADO OLHO DAGUA DE BAIXO, , , ZONA RURAL, 57325000",981801228
Alagoas,AL,27,Coité do Nóia,2702009,Agreste Alagoano,2,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL SENADOR RUI PALMEIRA,27017931,3,2,1,,1,1,"POVOADO MANOEL GOMES, , ZONA RURAL, , 57325000",
Alagoas,AL,27,Coité do Nóia,2702009,Agreste Alagoano,2,ESCOLA DE ENSINO FUND DEP OCEANO CARLEAL,27017940,3,2,1,,1,1,"POVOADO SALGADO, SN, , ZONA RURAL, 57325000",981125292
Alagoas,AL,27,Coité do Nóia,2702009,Agreste Alagoano,2,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL JOAO DOMICIANO,27017958,3,2,2,,,,"ALTO BOA VISTA, , , CENTRO, 57325000",
Alagoas,AL,27,Coité do Nóia,2702009,Agreste Alagoano,2,CENTRO MUNICIPAL DE EDUCACACO INFANTIL MARIA ANA DA SILVA,27048667,3,1,1,,1,2,"PRACA PADRE CICERO ROMAO BATISTA, 56, , CENTRO, 57325000",981017889
Alagoas,AL,27,Coité do Nóia,2702009,Agreste Alagoano,2,ESCOLA MUNICIPAL DE EDUCACAO BASICA PREFEITO BUENO HIGINO DA SILVA,27054810,3,2,1,,1,1,"POVOADO LAGOINHA, S/N, ZONA RURAL, ZONA RURAL, 57325000",981152063
Alagoas,AL,27,Coité do Nóia,2702009,Agreste Alagoano,2,ESCOLA MUNICIPAL DE EDUCACAO BASICA JOSE DE SENA FILHO,27220311,3,1,1,,1,1,"RUA 21 DE SETEMBRO, 60, , CENTRO, 57325000",
Alagoas,AL,27,Coité do Nóia,2702009,Agreste Alagoano,2,ESCOLA MUNICIPAL DE EDUCACAO BASICA PREFEITO JOSE CUSTODIO DA SILVA,27220320,3,1,1,,1,1,"RUA 15 DE NOVEMBRO, S/N, , CENTRO, 57325000",981702280
Alagoas,AL,27,Coité do Nóia,2702009,Agreste Alagoano,2,CRECHE MAE RAINHA,27227146,3,1,1,,1,2,"RUA JOSE BELARMINO, 0, , CENTRO, 57325000",982141741
Alagoas,AL,27,Colônia Leopoldina,2702108,Leste Alagoano,3,ESCOLA DE ENSINO FUNDAMENTAL ARTUR COSTA E SILVA,27027562,3,2,2,,,,"SITIO FALCAO, , , , 57975000",32551227
Alagoas,AL,27,Colônia Leopoldina,2702108,Leste Alagoano,3,ESCOLA DE ENSINO FUNDAMENTAL ANTONIO LINS DA ROCHA,27027589,3,1,1,,1,1,"RUA SEVERINO FERREIRA DE LIMA, S/N, , CENTRO, 57975000",32551399
Alagoas,AL,27,Colônia Leopoldina,2702108,Leste Alagoano,3,ESCOLA ESTADUAL ARISTHEU DE ANDRADE,27027597,2,1,1,,1,1,"RUA 16 DE JULHO, 22, , CENTRO, 57975000",32551731
Alagoas,AL,27,Colônia Leopoldina,2702108,Leste Alagoano,3,ESCOLA DE ENSINO FUNDAMENTAL JOAQUIM LUIZ DA SILVA,27027600,3,1,1,,1,1,"RUA PADRE FRANCISCO, 248, , CENTRO, 57975000",999245441
Alagoas,AL,27,Colônia Leopoldina,2702108,Leste Alagoano,3,ESCOLA DE ENSINO FUND PROFª ZORA DE MENEZES CLETO MOREIRA,27027619,3,1,1,,1,1,"MANOEL ATAIDE, S/N, , CENTRO, 57975000",32551381
Alagoas,AL,27,Colônia Leopoldina,2702108,Leste Alagoano,3,ESCOLA DE ENSINO FUNDAMENTAL FERNANDES LIMA,27027627,3,2,2,,,,"SITIO CATITA, SN, , ZONA RURAL, 57975000",32551229
Alagoas,AL,27,Colônia Leopoldina,2702108,Leste Alagoano,3,ESCOLA DE ENSINO FUND FRANCISCO SANTANA E SILVA,27027635,3,2,2,,,,"SITIO COIRANA, SN, , ZONA RURAL, 57975000",32551229
Alagoas,AL,27,Colônia Leopoldina,2702108,Leste Alagoano,3,ESCOLA DE ENS FUND HUMBERTO DE ALENCAR C BRANCO,27027643,3,2,2,,,,"FAZ PRIMAVERA, , , , 57975000",
Alagoas,AL,27,Colônia Leopoldina,2702108,Leste Alagoano,3,ESCOLA DE ENSINO FUND JOSE AUGUSTO DA SILVA,27027651,3,2,1,,1,1,"ENGENHO LIVRAMENTO, SN, , ZONA RURAL, 57975000",996560519
Alagoas,AL,27,Colônia Leopoldina,2702108,Leste Alagoano,3,ESCOLA DE ENSINO FUND MANOEL BARBOSA DE FRANCA,27027660,3,2,2,,,,"FAZ PAPA MEL, , , , 57975000",32551227
Alagoas,AL,27,Colônia Leopoldina,2702108,Leste Alagoano,3,ESCOLA DE ENSINO FUNDAMENTAL 7 DE SETEMBRO,27027686,3,2,2,,,,"FAZENDA MAMONA, SN, , ZONA RURAL, 57975000",32551229
Alagoas,AL,27,Colônia Leopoldina,2702108,Leste Alagoano,3,ESCOLA DE ENSINO FUND DOUGLAS APRATTO TENORIO,27027708,3,2,2,,,,"SITIO CAPIM DE PLANTA, , , , 57975000",32551227
Alagoas,AL,27,Colônia Leopoldina,2702108,Leste Alagoano,3,ESCOLA DE ENSINO FUND EMILIO GARRASTAZU MEDICI,27027716,3,2,2,,,,"FAZ PORTO ALEGRE, , , , 57975000",32551227
Alagoas,AL,27,Colônia Leopoldina,2702108,Leste Alagoano,3,ESCOLA DE ENSINO FUND JOAQUIM MONTEIRO DA CRUZ,27027732,3,2,1,,1,1,"ENGENHO SAO SEBASTIAO, SN, , ZONA RURAL, 57975000",996560519
Alagoas,AL,27,Colônia Leopoldina,2702108,Leste Alagoano,3,ESCOLA DE ENSINO FUND JOSE MAXIMO DE SOUZA FILHO,27027740,3,2,1,,1,1,"FAZENDA MARINHEIRO, SN, , ZONA RURAL, 57975000",996560519
Alagoas,AL,27,Colônia Leopoldina,2702108,Leste Alagoano,3,ESCOLA DE ENSINO FUND MANOEL HENRIQUE DE LUNA,27027759,3,2,1,,1,1,"ENGENHO CANTO ESCURO, SN, , ZONA RURAL, 57975000",996560519
Alagoas,AL,27,Colônia Leopoldina,2702108,Leste Alagoano,3,ESCOLA DE ENSINO FUNDAMENTAL MARIO LIMA BRAGA,27027767,3,2,2,,,,"FAZ ESTRELA DO SUL, , , , 57975000",32551227
Alagoas,AL,27,Colônia Leopoldina,2702108,Leste Alagoano,3,ESCOLA DE ENSINO FUNDAMENTAL NARCISA BRAGA,27027775,3,2,2,,,,"SITIO AREINHA, , , , 57975000",
Alagoas,AL,27,Colônia Leopoldina,2702108,Leste Alagoano,3,ESCOLA DE ENSINO FUNDAMENTAL NOSSA SRª DO CARMO,27027783,3,2,2,,,,"SITIO PEIXINHO, SN, , ZONA RURAL, 57975000",32551229
Alagoas,AL,27,Colônia Leopoldina,2702108,Leste Alagoano,3,ESCOLA DE ENSINO FUNDAMENTAL JOAO BATISTA DE LUNA,27027791,3,2,2,,,,"SITIO RIACHO DA LENHA, SN, , ZONA RURAL, 57975000",32551229
Alagoas,AL,27,Colônia Leopoldina,2702108,Leste Alagoano,3,ESCOLA DE ENSINO FUNDAMENTAL SAO MANOEL,27027830,3,2,1,,1,1,"POVOADO MONTE ALEGRE, SN, , ZONA RURAL, 57975000",996560519
Alagoas,AL,27,Colônia Leopoldina,2702108,Leste Alagoano,3,ESCOLA DE ENSINO FUNDAMENTAL ALFREDO DE PAULA CAVALCANTE,27027864,3,1,1,,1,1,"RUA JOSE FRANCISCO NASCIMENTO, S/N, , CENTRO, 57975000",
Alagoas,AL,27,Colônia Leopoldina,2702108,Leste Alagoano,3,ESCOLA DE ENS FUND MANOEL SIQUEIRA CAMPOS,27027880,3,2,1,,1,1,"DESTILARIA PORTO ALEGRE, SN, , ZONA RURAL, 57975000",32551229
Alagoas,AL,27,Colônia Leopoldina,2702108,Leste Alagoano,3,ESCOLA DE ENSINO FUND JOSE SANTANA DE MELO,27027902,3,2,1,,1,1,"SITIO FORMOSA, SN, , ZONA RURAL, 57975000",996560519
Alagoas,AL,27,Colônia Leopoldina,2702108,Leste Alagoano,3,ESCOLA DE ENSINO FUND JAIME LUSTOSA DE ALTAVILA,27027929,3,2,1,,1,1,"SITIO RIACHAO, SN, , ZONA RURAL, 57975000",996560519
Alagoas,AL,27,Colônia Leopoldina,2702108,Leste Alagoano,3,ESCOLA DE ENSINO FUNDAMENTAL JOAO LUIZ DA SILVA,27027937,3,2,1,,1,1,"USINA TAQUARA, SN, , ZONA RURAL, 57975000",32551229
Alagoas,AL,27,Colônia Leopoldina,2702108,Leste Alagoano,3,CRECHE MUNICIPAL MARIA ANITA BORGES MENDONCA,27055060,3,1,1,,1,1,"LOT. JOSE MARIA QUIRINO, S/N, , URBANO, 57975000",998100216
Alagoas,AL,27,Colônia Leopoldina,2702108,Leste Alagoano,3,CRECHE IOLANDA PEREIRA MONTEIRO DA CRUZ,27220168,3,2,2,,,,"ENGENHO SAO SEBASTIAO, , , , 57975000",32551227
Alagoas,AL,27,Colônia Leopoldina,2702108,Leste Alagoano,3,CRECHE SANTO ANTONIO,27220176,3,1,2,,,,"RUA FILOMENA FREITAS DE SOUZA, 105, , LOT. MARIA LOUREIRO CAVALCANTE, 57975000",32551229
Alagoas,AL,27,Colônia Leopoldina,2702108,Leste Alagoano,3,CRECHE BRANCA DE NEVE,27222560,3,1,1,,1,1,"RUA 16 DE JULHO, 66, , CENTRO, 57975000",32551229
Alagoas,AL,27,Coqueiro Seco,2702207,Leste Alagoano,3,EMEB MARIA ANTONIA DOS REIS,27034178,3,1,1,,1,1,"TRAVESSA ELVIRA LEITE, SN, PROXIMO AO CAMPO Z3, CENTRO, 57140000",988920465
Alagoas,AL,27,Coqueiro Seco,2702207,Leste Alagoano,3,EMEB PAULO SOARES DE ALBUQUERQUE,27034186,3,1,1,,1,1,"RUA BOA VISTA, SN, , BRASILIA, 57140000",999314556
Alagoas,AL,27,Coqueiro Seco,2702207,Leste Alagoano,3,EMEB PROF PEDRO DE CARVALHO PEDROSA,27034208,3,1,1,,1,1,"RUA ALTO DA BOA VISTA, 109, , BRASILIA, 57140000",987120320
Alagoas,AL,27,Coqueiro Seco,2702207,Leste Alagoano,3,EMEB PROFª CELINA PEDROSA NAVARRO,27034224,3,1,1,,1,3,"AV PREFEITO JOSE DE ALMEIDA FILHO, 460, , CENTRO, 57140000",
Alagoas,AL,27,Coqueiro Seco,2702207,Leste Alagoano,3,EMEB PROFª MERCIA SILVANA DE LIMA ALMEIDA,27034232,3,2,1,,1,1,"POVOADO CADOZ, SN, ZONA RURAL, CADOZ, 57140000",988465805
Alagoas,AL,27,Coqueiro Seco,2702207,Leste Alagoano,3,ESCOLA ESTADUAL CONEGO AMANDO GUSMAO,27034240,2,1,1,,1,1,"RUA VEREADOR RENILDO JOSE DOS SANTOS, 156, , CENTRO, 57140000",
Alagoas,AL,27,Coqueiro Seco,2702207,Leste Alagoano,3,EMEB JOSE DE CARVALHO PEDROSA SOBRINHO,27034259,3,1,1,,1,1,"RUA ROBSON DE ALMEIDA COUTINHO, SN, , CENTRO, 57140000",
Alagoas,AL,27,Coqueiro Seco,2702207,Leste Alagoano,3,EMEI PROFESSORA MARIA CLEONILDES,27054080,3,1,1,,1,1,"RUA VEREADOR EDGAR LUIZ DA SILVA, S/N, , RIBEIRA, 57140000",987030153
Alagoas,AL,27,Coqueiro Seco,2702207,Leste Alagoano,3,CEI PROFESSORA LUIZA DE SOUZA COSTA,27230309,3,1,1,,1,1,"RUA ALTO DA BOA VISTA, 401, , BRASILIA, 57140000",987536497
Alagoas,AL,27,Coruripe,2702306,Leste Alagoano,3,ESCOLA ESTADUAL DEPUTADO JOAO BELTRAO,27042251,2,1,1,,1,1,"AVENIDA ANFRISIO DE CASTRO LESSA SANTOS, 488, , COM TERCIO WANDERLEY, 57230000",
Alagoas,AL,27,Coruripe,2702306,Leste Alagoano,3,ESCOLA MUNICIPAL DE EDUCACAO BASICA NOSSA SRA DO MONTE SERRAT,27042340,3,2,1,,1,1,"POVOADO MIAI DE BAIXO, , , , 57230000",
Alagoas,AL,27,Coruripe,2702306,Leste Alagoano,3,EMEB SAO RAFAEL,27042383,3,2,1,,1,1,"3597RUA AMAPA, , , DISTRITO BONSUCESSO, 57230000",91239422
Alagoas,AL,27,Coruripe,2702306,Leste Alagoano,3,EMEB SANTA ANA,27042391,3,2,1,,1,1,"4175RUA POVOADO ALTO PIAUI, , , COLONIA PINDORAMA, 57230000",991417566
Alagoas,AL,27,Coruripe,2702306,Leste Alagoano,3,ESCOLA MUNICIPAL DE EDUCACAO BASICA SANTA SOFIA,27042413,3,2,1,,1,1,"ALDEIA BOTAFOG, SN, , COLONIA PINDORAMA, 57230000",
Alagoas,AL,27,Coruripe,2702306,Leste Alagoano,3,EMEB SANTA TEREZINHA,27042421,3,2,1,,1,1,"688RUA PRINCIPAL, , , SANTA TEREZINHA, 57230000",91452889
Alagoas,AL,27,Coruripe,2702306,Leste Alagoano,3,ESCOLA MUNICIPAL DE EDUCACAO BASICA JOSE DE CARVALHO SOUZA,27042650,3,2,1,,1,1,"POVOADO BARREIRAS, , , , 57230000",32736196
Alagoas,AL,27,Coruripe,2702306,Leste Alagoano,3,ESCOLA MUNICIPAL DE EDUCACAO BASICA FAUSTO FERREIRA SIMOES,27042685,3,2,1,,1,1,"SITIO MIAI DE CIMA, , , , 57230000",
Alagoas,AL,27,Coruripe,2702306,Leste Alagoano,3,ESCOLA MUNICIPAL FRANCISCO AMALIO MARIA,27042693,3,2,1,,1,1,"RUA DO CAJUEIRO, , , , 57230000",
Alagoas,AL,27,Coruripe,2702306,Leste Alagoano,3,EMEB GENERAL DE GOES MONTEIRO,27042707,3,2,1,,1,1,"20303RUA ABELARDO HOLANDA, , , DISTRITO POXIM, 57230000",32730082
Alagoas,AL,27,Coruripe,2702306,Leste Alagoano,3,ESCOLA MUNICIPAL DE EDUCACAO BASICA CLAUDIO DANIEL GAMA AMORIM,27042740,3,1,1,,1,1,"PRACA CENTRO DE LAZER MOACI BELTRAO, 35, ESCOLA, TERCIO WANDERLEY, 57230000",
Alagoas,AL,27,Coruripe,2702306,Leste Alagoano,3,CENTRO MUNICIPAL DE EDUCACAO INTEGRAL PROFESSOR MANOEL CECILIO DE JESUS,27042790,3,1,1,,1,1,"RUA DO JASMIM, , , , 57230000",
Alagoas,AL,27,Coruripe,2702306,Leste Alagoano,3,ESCOLA MUNICIPAL DE EDUCACAO BASICA LIEGE GAMA ROCHA,27042804,3,1,1,,1,1,"RUA DR ISAIAS ARANDA, , , CENTRO, 57230000",32731214
Alagoas,AL,27,Coruripe,2702306,Leste Alagoano,3,ESCOLA DE EDUCACAO BASICA VEREADOR JOSE WILSON MELO NASCIMENTO,27042863,3,2,1,,1,1,"FAZENDA AREIAS, SN, , , 57230000",
Alagoas,AL,27,Coruripe,2702306,Leste Alagoano,3,ESCOLA MUNICIPAL DE EDUCACAO BASICA JOSE BUARQUE DA SILVA,27042898,3,1,1,,1,1,"RUA DA LIBERDADE, 97, , ALTO DO CRUZEIRO, 57230000",
Alagoas,AL,27,Coruripe,2702306,Leste Alagoano,3,CEPT DE CORURIPE MARIA ALICE BELTRAO DE CASTRO SIQUEIRA,27048268,2,1,1,,1,1,"RUA PERNAMBUCO NOVO, SN, RESIDENCIA, VASSOURAS, 57230000",991505115
Alagoas,AL,27,Coruripe,2702306,Leste Alagoano,3,ESCOLA MUNICIPAL DE EDUCACAO BASICA NELSON DE ARAUJO LESSA,27048489,3,1,2,,,,"RUA PROFESSORA MARIA PETRUCIA DOS SANTOS, SN, , CENTRO, 57230000",
Alagoas,AL,27,Coruripe,2702306,Leste Alagoano,3,CENTRO MUNICIPAL DE EDUCACAO INFANTIL JOAO TRAJANO DOS SANTOS,27050246,3,2,1,,1,1,"20442RUA RUA 04, 99, , BOTAFOGO, 57230000",991448593
Alagoas,AL,27,Coruripe,2702306,Leste Alagoano,3,IFAL - CAMPUS CORURIPE,27050572,1,1,1,,1,1,"RODOVIA ENGENHEIRO GUTTEMBERG BREDA NETO, S/N, AL-101 SUL, ALTO DO CRUZEIRO, 57230000",21266322
Alagoas,AL,27,Coruripe,2702306,Leste Alagoano,3,EMEB FRANCISCO DE ARAUJO AZEVEDO,27050688,3,2,1,,1,1,"7624RUA POV LAGOA DO PAU, , , LAGOA DO PAU, 57230000",32739202
Alagoas,AL,27,Coruripe,2702306,Leste Alagoano,3,CENTRO MUNICIPAL DE EDUCACAO INFANTIL ALEXANDRE DOS SANTOS OLIVEIRA,27050696,3,1,1,,1,1,"15205RUA NIVALDO JOSE MATIAS, , , COMENDADOR TERCIO WANDERLEY, 57230000",993647597
Alagoas,AL,27,Coruripe,2702306,Leste Alagoano,3,CENTRO MUNICIPAL DE EDUCACAO INTEGRAL PROFESSORA ANDREA GOMES DE SOUZA,27055752,3,1,1,,1,1,"RUA PROJETADA G, S/N, , COM TERCIO WANDERLEY, 57230000",993317196
Alagoas,AL,27,Coruripe,2702306,Leste Alagoano,3,CENTRO MUNICIPAL DE EDUCACAO INTEGRAL PROFESSORA MARIA GORETTI DE OLIVEIRA SILVA,27055760,3,1,1,,1,1,"RUA PROJETADA 01, S/N, , COM TERCIO WANDERLY, 57230000",32731149
Alagoas,AL,27,Coruripe,2702306,Leste Alagoano,3,ESCOLA MUNICIPAL DE EDUCACAO BASICA PROFESSORA MARIA ROCHA SANTOS SILVA,27217698,3,2,1,,1,1,"TRAVESSA FLAMENGO, 182, , , 57230000",
Alagoas,AL,27,Coruripe,2702306,Leste Alagoano,3,ESCOLA MUNICIPAL DE EDUCACAO BASICA ENGENHEIRO GUTTENBERG BREDA NETTO,27217817,3,1,1,,1,1,"AVENIDA HELVIO DE CASTRO REIS, 68, , , 57230000",
Alagoas,AL,27,Coruripe,2702306,Leste Alagoano,3,ESCOLA ESTADUAL DJALMA BARROS SIQUEIRA,27226239,2,1,1,,1,1,"RUA PERNAMBUCO NOVO, SN, , VASSOURAS, 57230000",
Alagoas,AL,27,Coruripe,2702306,Leste Alagoano,3,ESCOLA ESTADUAL PROFESSOR LIMA CASTRO,27226328,2,2,1,,1,1,"RUA WASHINGTON LUIZ, SN, , COLONIA PINDORAMA, 57230000",32745498
Alagoas,AL,27,Coruripe,2702306,Leste Alagoano,3,CENTRO MUNICIPAL DE EDUCACAO INFANTIL PROFESSORA MARIA ZENAIDE ROCHA SANTOS,27230651,3,1,1,,1,1,"8241RUA PERNAMBUCO NOVO, , , VASSOURAS, 57230000",32737455
Alagoas,AL,27,Craíbas,2702355,Agreste Alagoano,2,ESCOLA MUNICIPAL DE EDUCACAO BASICA JOSE APRIGIO DA SILVA,27017982,3,2,1,,1,1,"SITIO PAU FERRO, , , ZONA RURAL, 57320000",999850814
Alagoas,AL,27,Craíbas,2702355,Agreste Alagoano,2,ESCOLA MUNICIPAL DE EDUCACAO BASICA ALONSO DE ABREU PEREIRA FILHO,27017990,3,2,1,,1,1,"SITIO LAGOA NOVA, , , ZONA RURAL, 57320000",999432588
Alagoas,AL,27,Craíbas,2702355,Agreste Alagoano,2,ESCOLA ESTADUAL N SRA DA CONCEICAO,27018016,2,1,1,,1,1,"RUA TERCILIA MAURICIO DA ROCHA, 842, , CENTRO, 57320000",35271935
Alagoas,AL,27,Craíbas,2702355,Agreste Alagoano,2,ESCOLA MUNICIPAL DE EDUCACAO BASICA ANTONIO JOVINO DA SILVA,27018032,3,2,1,,1,1,"SITIO LAGOA DO MEL, , , ZONA RURAL, 57320000",999091809
Alagoas,AL,27,Craíbas,2702355,Agreste Alagoano,2,ESCOLA MUNICIPAL DE EDUCACAO BASICA PROFA HILDA MATEUS OLIVEIRA,27018059,3,2,1,,1,1,"SITIO SERROTE GRANDE, , , , 57320000",99847364
Alagoas,AL,27,Craíbas,2702355,Agreste Alagoano,2,ESCOLA MUNICIPAL DE EDUCACAO BASICA OLAVO BILAC,27018083,3,2,1,,1,1,"SITIO BONITO, , , ZONA RURAL, 57320000",999391200
Alagoas,AL,27,Craíbas,2702355,Agreste Alagoano,2,ESCOLA MUNICIPAL DE EDUCACAO BASICA EDVALDO CORREIA BARBOSA,27018091,3,2,1,,1,1,"SITIO GILA, , , ZONA RURAL, 57320000",996648990
Alagoas,AL,27,Craíbas,2702355,Agreste Alagoano,2,ESCOLA MUNICIPAL DE EDUCACAO BASICA JORGE DE LIMA,27018105,3,2,1,,1,1,"SITIO AREIA BRANCA, , , , 57320000",91298499
Alagoas,AL,27,Craíbas,2702355,Agreste Alagoano,2,ESCOLA MUNICIPAL DE EDUCACAO BASICA GRACILIANO RAMOS,27018121,3,2,1,,1,1,"SITIO ALTO GRANDE, , , ZONA RURAL, 57320000",991566619
Alagoas,AL,27,Craíbas,2702355,Agreste Alagoano,2,ESCOLA MUNICIPAL DE EDUCACAO BASICA TENENTE CORONEL JOSE BARROS PAES,27018156,3,1,1,,1,1,"RUA FRANCISCO GAMA DA SILVA, , , CENTRO, 57320000",993832651
